Text,Normalized Result,label
高压电击伤双上肢,电击伤 上肢损伤,1.0
泌尿道梗阻待查,尿路梗阻,1.0
永存左上腔,永存左上腔静脉,1.0
咽壁恶性肿瘤,咽壁恶性肿瘤 咽炎,1.0
双手肌萎缩,肌肉萎缩,1.0
右眼视障待查缺血,视觉障碍 眼动脉缺血,1.0
朗格汉斯细胞增多症鞍区受累肺部浸润,朗格汉斯细胞组织细胞增生症,1.0
真菌性肺炎肺组织胞浆菌病,真菌性肺炎 组织胞浆菌病,1.0
右乳腺癌新辅助化疗,乳腺恶性肿瘤 化学治疗 癌,1.0
上颌骨腺样囊性癌术后多发腰椎转移,上颌骨恶性肿瘤 O 腺样囊性癌 转移性腺样囊性癌,1.0
胸椎病变并不完全性截瘫,不完全性瘫痪 截瘫双下肢瘫痪,1.0
肌瘤 IUD,肌瘤 具有子宫内避孕装置,1.0
高血压病糖尿病冠心病白内障,高血压 糖尿病 冠状动脉粥样硬化性心脏病 白内障,1.0
原发性肝癌慢性乙型病毒性肝炎肝炎后肝硬变门脉癌栓,肝恶性肿瘤 癌 慢性乙型病毒性肝炎 肝炎肝硬化 门静脉瘤栓,1.0
符合横结肠近肝曲低级别管状腺瘤,结肠良性肿瘤 管状腺瘤,1.0
腰椎陈旧性压缩性骨折,腰椎压缩性骨折 陈旧性腰椎骨折,1.0
肩部色素斑,色素沉着未特指的疾患,1.0
多发腰骶椎骨质破坏性质待查,骨质破坏,1.0
C34脊髓损伤,颈部脊髓损伤,1.0
左足第45足趾间恶黑左腹股沟左髂血管淋巴结转移,足部恶性肿瘤 恶性黑色素瘤 腹股沟淋巴结继发恶性肿瘤 髂淋巴结继发恶性肿瘤,1.0
手术后状态宫内节育器置入,具有子宫内避孕装置 其他特指的手术后状态,1.0
肾脏发育异常,肾发育不全,1.0
左颞叶肿物,脑占位性病变,1.0
不典型帕金森综合征,帕金森综合征,1.0
左侧DDH继发OA双膝OA,先天性髋关节发育不良 双侧膝关节骨性关节病 髋骨关节病,1.0
双肺间质性肺疾病并肺纤维化,间质性肺病 肺纤维化,1.0
绝经期女性严重骨质疏松伴骨痛,绝经后骨质疏松 骨痛,1.0
右足舟骨及骰骨撕脱性骨折,足舟骨骨折 骰骨骨折,1.0
左前胸壁包块囊肿,胸部囊肿,1.0
1型糖尿病性植物神经病,1型糖尿病性自主神经病,1.0
左喉部占位,口腔和咽喉部占位,1.0
左侧颈总动脉局部狭窄,颈总动脉狭窄,1.0
耵聍堵塞,外耳道耵聍栓塞,1.0
下唇部血管角质瘤,唇疾病 血管角质瘤,1.0
膝关节疼痛待查游离体,膝关节痛,1.0
右髋臼及腰椎下段骨破坏,骨质破坏,1.0
全脊髓放疗后,放射治疗,1.0
额颞顶叶硬膜下积液低铁低锌,硬脑膜下积液 铁缺乏 锌缺乏,1.0
腹痛待查原发性高血压2级高危,腹痛 原发性高血压 O,1.0
子宫脱垂术后,未特指的女性生殖器脱垂 子宫术后,1.0
特指听觉丧失右耳听觉丧失,其他特指的听觉丧失,1.0
发热伴皮疹原因待查,发热 皮疹,1.0
原发性支气管肺癌左肺小细胞肺癌cT2bN2M0局限期PS0分,左肺恶性肿瘤 小细胞癌,1.0
骨髓增生异常综合征直肠癌术后,骨髓增生异常综合征 骨髓增生异常综合征 直肠术后 直肠恶性肿瘤 癌,1.0
右甲状腺结节性甲状腺肿伴囊性变,结节性甲状腺肿 甲状腺囊肿,1.0
人工心脏瓣膜移植状态,具有其他心脏瓣膜置换,1.0
低鼻畸形,鞍鼻,1.0
胃底贲门浸润性病变恶性病变未排除,胃底及贲门恶性肿瘤,1.0
右足扭伤,足部损伤,1.0
L1L2椎体骨质破坏伴L1椎体压缩性改变,骨质破坏 腰椎压缩性骨折 腰椎骨折L1,1.0
上颌前牙区骨内埋伏多生牙,多生牙 埋伏牙,1.0
左胫前皮肤伤口愈合不良,开放性损伤愈合不良,1.0
全身化疗后,化学治疗,1.0
脊柱轻度退变双膝轻度退变,双侧膝关节骨性关节病 脊柱骨关节病,1.0
原发性肝癌介入治疗后,肝恶性肿瘤 癌,1.0
右乳恶性分叶状肿瘤,乳腺恶性肿瘤 恶性叶状瘤,1.0
右下肢慢性静脉功能不全并瘀积性皮炎,下肢静脉功能不全 淤积性皮炎,1.0
左肺腺癌T2N3M1BIV期,左肺恶性肿瘤 腺癌 淋巴结继发恶性肿瘤,1.0
支气管哮喘继发感染糖尿病高血压病 冠心病,支气管哮喘 感染 糖尿病 高血压 冠状动脉粥样硬化性心脏病,1.0
粘液腺癌伴印戒细胞癌,粘液腺癌 印戒细胞癌,1.0
腰椎骨折伴截瘫,腰椎骨折 截瘫双下肢瘫痪,1.0
盆腔炎急性发作,盆腔炎,1.0
糖尿病肾病原肾,糖尿病性肾病,1.0
先天性浮棘骶椎管囊肿,椎管囊肿,1.0
停经25周胎儿左手异常,孕25周,1.0
回肠炎性息肉致肠套叠,炎性息肉 小肠息肉 肠套叠,1.0
右髋关节股内侧肌肌肉拉伤,髋和大腿多处肌肉和肌腱损伤,1.0
左手裂伤感染,手部损伤 手感染,1.0
右耳中重度听力损失左耳极重度听力损失,未特指的听觉丧失,1.0
胸骨及左侧14肋骨折,肋骨多发性骨折伴第一肋骨骨折 胸骨骨折,1.0
右颊粘膜舌覆扁平苔藓免疫异常,口腔扁平苔癣 舌扁平苔癣,1.0
短暂性脑缺血高三酰甘油血症,短暂性脑缺血发作 高甘油三酯血症,1.0
放疗完成,放射治疗,1.0
1脑缺血脱髓鞘2空蝶鞍,脱髓鞘性脑病 脑血管供血不足,1.0
抑郁性神经症植物神经给你紊乱,恶劣心境 植物神经功能紊乱,1.0
纵膈血肿积气,纵隔气肿 纵隔血肿,1.0
双眼黄斑病变,视网膜病,1.0
骨髓细胞学示急性淋巴细胞白血病完全缓解,急性淋巴细胞白血病 急性淋巴细胞白血病,1.0
1R93203肝占位性病变2慢性乙型肝炎3K74608肝炎后肝硬化失代偿期,肝占位性病变 慢性乙型病毒性肝炎 肝炎肝硬化 O,1.0
右侧眼睑皮下静脉畸形,周围静脉畸形,1.0
周围性眩晕,其他周围性眩晕,1.0
左腕部皮肤异物,腕部浅表异物,1.0
左中指远节指骨粗隆内侧缘撕脱性骨折,指骨远节骨折,1.0
右中下肺炎,肺炎,1.0
全子宫切除术2年余发现附件囊肿1年,输卵管卵巢囊肿 子宫术后,1.0
食管低分化鳞状细胞癌,食管恶性肿瘤 鳞状细胞癌,1.0
扁平苔藓其他的,扁平苔癣,1.0
前列腺肥大伴小囊肿,前列腺增生 前列腺囊肿,1.0
少量变性坏死组织符合化疗后改变,化疗药物反应,1.0
肠梗阻治疗后,肠梗阻,1.0
椎管占位性病变,椎管内占位性病变,1.0
左大腿皮肤软组织撕脱伴潜行剥离,下肢撕脱伤,1.0
窦性心律不齐窦房结内游走心律伴不齐,窦性心律失常 窦房结游走性心律,1.0
陈旧性心肌梗死冠脉支架植入术后,陈旧性心肌梗死 冠状动脉支架植入术后状态,1.0
右侧输卵管异位妊娠保守治疗后,输卵管妊娠,1.0
肺炎休克,肺炎 休克,1.0
强直阵挛性癫痫,仅全面性强直阵挛发作的癫痫,1.0
胃食管反流伴喉咽反流,胃食管反流 喉咽反流,1.0
腹腔粘液腺癌化疗,腹部恶性肿瘤 粘液腺癌 化学治疗,1.0
双上肢瘢痕挛缩畸形,瘢痕挛缩 上肢瘢痕,1.0
十二指肠腺瘤,十二指肠良性肿瘤 腺瘤,1.0
右腕部尺神经瘤,神经瘤 尺神经良性肿瘤,1.0
MALT淋巴瘤,非霍奇金淋巴瘤B细胞型,1.0
右内踝玻璃割伤,踝部开放性损伤 玻璃割伤,1.0
左腕豌豆骨撕脱性骨折,豆骨骨折,1.0
空肠旋转不良并空肠异位胰腺,先天性肠旋转不良 空肠异位胰腺,1.0
骨盆转移癌,盆骨继发恶性肿瘤 转移性癌,1.0
患者踢足球时不慎被对方踢倒致伤左踝关节,踝关节损伤,1.0
胎儿脐血偏高,脐血流比值高,1.0
乙状结肠癌术后淋巴结转移呕吐化疗肠镜检查,结肠术后 乙状结肠恶性肿瘤 癌 淋巴结继发恶性肿瘤 呕吐 化学治疗,1.0
左手拇指皮肤玻璃划伤,拇指开放性损伤 玻璃割伤,1.0
符合跖骨头坏死改变,骨坏死,1.0
房间隔缺损Ⅱ型小,房间隔缺损,1.0
食管溃疡型中分化鳞状细胞,食管恶性肿瘤 鳞状细胞癌,1.0
右胫骨下段慢性骨髓炎,胫骨骨髓炎,1.0
左食指皮肤坏死伴缺损,皮肤缺损,1.0
右上睑睑缘炎,睑缘炎,1.0
上呼吸道感染口腔溃疡行动不便关节痛反酸痛风冠心病预防血栓高血压,上呼吸道感染 口腔黏膜溃疡 关节痛 反酸 痛风 冠状动脉粥样硬化性心脏病 高血压,1.0
36颊侧移位II度松动,牙齿移位,1.0
左腹膜后淋巴结转移癌,腹膜后淋巴结继发恶性肿瘤 转移性癌,1.0
左肩峰下撞击征左肩袖断裂左肩继发性冻,肩撞击综合征 肩袖肌腱损伤,1.0
强直性脊柱炎伴胸腰椎后凸畸形,强直性脊柱炎 胸椎后凸 腰椎后凸,1.0
右小腿截肢肢麻痹证气滞血瘀,截肢,1.0
特指大便异常原因待查未除肠道病变,其他大便异常 肠未特指的疾病,1.0
2型糖尿病非肥胖肥胖 骨质疏松 动脉硬化 高血压 2型糖尿病性肾病肾小球硬化症 慢性肾功能不全,2型糖尿病 骨质疏松 动脉硬化 高血压 2型糖尿病性肾病 肾小球硬化 慢性肾功能不全,1.0
先天性视乳头缺失,先天性视神经乳头缺损,1.0
腹膜后多形性恶性纤维组织细胞瘤,腹膜后恶性肿瘤 恶性纤维组织细胞瘤,1.0
腰背劳损,腰部劳损 背部劳损,1.0
甲状腺良性疾病手术后,未特指的甲状腺疾患 甲状腺术后,1.0
意识障碍原因缺血缺氧性脑病心肺复苏后,缺氧缺血性脑病 意识障碍 心肺复苏术后,1.0
扁平骨盆致梗阻性分娩,扁平骨盆引起的梗阻性分娩,1.0
纤维结构异常增殖症左股骨近端左胫骨,股骨纤维结构不良 胫骨纤维结构不良,1.0
颈动脉狭窄支架置入术后,周围血管支架植入术后状态 颈动脉狭窄,1.0
溃疡病腹痛待查,消化性溃疡 腹痛,1.0
宫颈鳞状细胞癌IIA1期术后,子宫颈恶性肿瘤 鳞状细胞癌 宫颈术后,1.0
先天性心脏病术后室间隔缺损,先天性心脏病术后 室间隔缺损,1.0
化疗后小肠功能缺失,肠功能紊乱 化学治疗,1.0
部分性发作继发全面性发作,癫痫,1.0
右手指麻木待查腕管综合症,腕管综合征,1.0
右足第3趾皮肤部分缺血坏死,下肢皮肤坏死 下肢供血不足,1.0
嗅神经母细胞瘤,嗅神经恶性肿瘤 嗅神经母细胞瘤,1.0
右肾囊肿术后,肾术后 肾囊肿,1.0
宫颈鳞状细胞癌IIIB期放化疗后,子宫颈恶性肿瘤 鳞状细胞癌 化学治疗 恶性肿瘤放疗,1.0
叶酸缺乏症,叶酸缺乏,1.0
右半结肠胆管腺癌,结肠恶性肿瘤 胆管腺癌,1.0
食管高分化鳞状细胞癌,食管恶性肿瘤 鳞状细胞癌,1.0
颅脑缺损伴脑室扩大,脑室扩张 颅脑开放性损伤,1.0
右膝后十字韧带损伤,膝关节后十字韧带损伤,1.0
甲亢并双侧甲状腺肿物,甲状腺功能亢进症 甲状腺肿物,1.0
右侧眼眶撞伤,眼和眶未特指的损伤,1.0
右肾盂高级别尿路上皮癌,肾恶性肿瘤 尿路上皮癌,1.0
外阴鳞癌,外阴恶性肿瘤 鳞状细胞癌,1.0
胃肠动力低下,胃肠功能紊乱,1.0
口角割伤,口腔和咽喉部损伤,1.0
右乳多发导管内乳头状瘤,导管内乳头状瘤 乳腺良性肿瘤,1.0
心功能II级KILLIP分级,KillipII级,1.0
回盲肠管状腺瘤,回肠良性肿瘤 盲肠良性肿瘤 管状腺瘤,1.0
颈胸椎多发性病变伴四肢不全瘫,不完全性瘫痪 未特指的四肢瘫痪,1.0
左膝股骨近端骨梗死髌股关节软骨退变,单侧膝关节骨性关节病 骨坏死,1.0
evens综合症,自身免疫性溶血性贫血,1.0
交通性脑积水外伤性精神障碍,交通性脑积水 精神障碍,1.0
胸腰椎退行性病变,腰椎退行性病变 胸椎退行性病变,1.0
急性发热性中性白细胞皮肤病,急性发热性嗜中性皮病,1.0
移植肾慢性排异反应伴有部分肾坏死,肾移植排斥,1.0
双下肢无力待查腰椎间盘病变,肢体无力 椎间盘疾患,1.0
运动神经元疾病,运动神经元病,1.0
右小趾甲畸形,未特指的甲疾患,1.0
右乳肿物浸润性导管癌,乳腺恶性肿瘤 浸润性导管癌,1.0
左侧颈内血管闭塞水疱病,身体浅表水疱,1.0
小脑蚓部髓母细胞瘤综合治疗后,小脑恶性肿瘤 髓母细胞瘤,1.0
右卵巢低分化腺癌Ⅰc期,卵巢恶性肿瘤 腺癌,1.0
克罗恩氏病贯通型轻度回结肠受累,回肠克罗恩病,1.0
直肠肿物性质待查直肠癌,直肠恶性肿瘤 癌 直肠肿物,1.0
双侧足背软组织劳损,足的其他和未特指部位的扭伤和劳损,1.0
左眼睑皮肤球结膜下色素沉着,皮肤色素沉着 结膜色素沉着,1.0
肝癌术后残余及肝内新生灶失眠伴焦虑抑郁状态,肝术后 肝恶性肿瘤 失眠 焦虑状态 抑郁状态 癌,1.0
面颊部肿物,面部肿物,1.0
左耳面神经瘤,神经瘤 面神经良性肿瘤,1.0
颌下结节,面部占位,1.0
原发中枢神经系统淋巴瘤放化疗后,淋巴瘤 恶性肿瘤放疗 化学治疗,1.0
右肾癌肺转移右肾切除术后腹腔腹膜转移,肾恶性肿瘤 肺继发恶性肿瘤 肾术后 腹膜继发恶性肿瘤 腹腔继发恶性肿瘤 癌 转移性癌,1.0
左侧输卵管闭塞,输卵管梗阻,1.0
化扁大肺,急性化脓性扁桃体炎,1.0
咽旁间隙及鼻咽血管瘤术后,鼻咽血管瘤 鼻咽术后,1.0
咽炎扁桃体炎鼻炎,扁桃体炎 咽炎 鼻炎,1.0
多形性未分化肉瘤,肉瘤,1.0
高分化脂肪肉瘤,脂肪肉瘤,1.0
右侧眼睑皮样瘤,眼睑良性肿瘤,1.0
左腿肿痛,下肢肿胀 下肢疼痛,1.0
人工股骨头置换术后断裂,人工股骨头置换术后假体功能障碍,1.0
荨麻疹伴感染,荨麻疹 感染,1.0
Ｂ型血友病克里斯马斯病,B型血友病,1.0
眼周外伤,眼和眶未特指的损伤,1.0
左胫腓骨纤维异样增殖症,腓骨纤维结构不良 胫骨纤维结构不良,1.0
双侧额顶叶白质缺血脱髓鞘改变,脱髓鞘性白质脑病 脑血管供血不足,1.0
十二指肠壶腹部中低分化腺癌,法特壶腹恶性肿瘤 腺癌,1.0
右第5肋局部骨皮质破坏,骨质破坏,1.0
狼疮肾,狼疮性肾炎,1.0
先天性无肛伴舟状窝瘘,先天性肛门闭锁伴有瘘,1.0
子宫膀胱脱垂,子宫阴道脱垂 膀胱粘膜脱垂,1.0
急性胃炎前列腺炎,急性胃炎 前列腺炎,1.0
右眼全周房角劈裂后退,外伤性前房角劈裂 前房后退房角后退,1.0
双眼外隐斜,外隐斜,1.0
房间隔缺损介入封堵术后,心脏介入封堵术后状态,1.0
左乳头溢液导管内乳头状瘤,导管内乳头状瘤 乳腺良性肿瘤 乳头溢液,1.0
右眼炮崩伤,爆竹炸伤,1.0
非重症免疫相关性血三系减少症,免疫相关性血细胞减少症IRP,1.0
双卵巢白体右输卵管慢性炎伴管腔扩,输卵管卵巢炎 输卵管狭窄,1.0
耳鸣 分泌性中耳炎 鼻中隔偏曲 慢性咽炎 鼻窦炎 头痛 脑血管供血不足 变应性支气管炎,耳鸣 分泌性中耳炎 鼻中隔偏曲 慢性咽炎 鼻窦炎 头痛 脑血管供血不足 支气管炎,1.0
腰椎间盘突出腿麻,腰椎间盘突出,1.0
双肺多发斑片及磨玻璃影,肺部阴影,1.0
鼻炎传单,鼻炎 传染性单核细胞增多症腺性热,1.0
右手骨关节炎,骨关节病,1.0
肝曲横结肠直肠管状腺瘤低级别,管状腺瘤 横结肠良性肿瘤 直肠良性肿瘤 结肠肝曲良性肿瘤,1.0
四肢无力待诊可逆性血管收缩综合征,肢体无力,1.0
慢性肾脏病矿物质及骨异常,慢性肾病 矿物质代谢紊乱,1.0
局部包块待查淋巴管瘤,淋巴管瘤 淋巴管瘤,1.0
左输尿管双J管嵌顿,输尿管支架置入术后,1.0
胃体印戒细胞癌,胃体恶性肿瘤 印戒细胞癌,1.0
甲状腺低分化癌,甲状腺恶性肿瘤 癌,1.0
脆骨综合征,成骨不全脆骨病,1.0
右侧胸水原因待查,胸腔积液,1.0
停经242周B超提示胎儿左侧膈肌显示不清,妊娠状态,1.0
头面部瘀伤,面部损伤 头部损伤,1.0
前列腺癌骨髓侵犯,前列腺恶性肿瘤 骨髓继发恶性肿瘤 癌,1.0
妊娠乙肝525,妊娠状态,1.0
胃底胃体隆起性病变查因,胃和十二指肠未特指的疾病,1.0
腰椎间隙感染,感染,1.0
1妊娠晚期胎盘组织2脐带间质粘液变,妊娠状态,1.0
发作性感觉异常右上肢肌力减退,肌无力,1.0
停经253周B超提示胎儿蝴蝶椎体,妊娠状态 先天性脊柱畸形 胎儿畸形,1.0
阴道恶性黑色素瘤扩切术后局部复发术后,恶性黑色素瘤 阴道恶性肿瘤 恶性肿瘤复发,1.0
阴蒂黑色素瘤切除术后,恶性黑色素瘤 阴蒂恶性肿瘤,1.0
支气管扩张症继发感染,支气管扩张症合并感染,1.0
肺部癌,肺恶性肿瘤 癌,1.0
直肠癌术后肺转移,直肠术后 直肠恶性肿瘤 癌 肺继发恶性肿瘤 转移性癌,1.0
尿频伴肉眼血尿半天,尿频 血尿,1.0
妊娠合并生殖道无乳链球菌感染,妊娠状态 链球菌感染,1.0
胎儿左右左心室内强光点,妊娠状态,1.0
左侧上颌窦炎性息肉,上颌窦息肉 炎性息肉,1.0
左肺腺癌根治术后伴双肺转移,肺术后 左肺恶性肿瘤 肺继发恶性肿瘤 腺癌 转移性腺癌,1.0
感染伤口,开放性损伤伴感染,1.0
肾脏综合征,肾病综合征,1.0
急性前壁非ST段抬高型心肌梗死,急性非ST段抬高型心肌梗死,1.0
心绞痛 支架植入术后状态 高脂血症 咳嗽 失眠 高血压,心绞痛 高脂血症 咳嗽 失眠 高血压 冠状动脉支架植入术后状态,1.0
特指大便异常直肠病变,其他大便异常 肠未特指的疾病,1.0
右顶颅骨膜血窦,颅骨膜窦,1.0
导管内乳头状瘤右乳,乳腺良性肿瘤 导管内乳头状瘤,1.0
急性肺梗塞,肺梗死,1.0
肺侵袭性腺癌,肺恶性肿瘤 腺癌,1.0
高血压病肾病,高血压性肾病,1.0
左膝前十字韧带损伤,膝关节前十字韧带损伤,1.0
右侧腹部刀捅伤,刀刺伤 腹部开放性损伤,1.0
原发中枢系统淋巴瘤,淋巴瘤,1.0
肩胛痛 颈椎间盘突出,背痛 颈椎间盘突出,1.0
造瘘口黏膜分离,人工造口状态,1.0
左髌骨骨折术后,髌骨骨折 骨折术后,1.0
双侧颈动脉粥样硬化伴右侧斑块形成,颈动脉粥样硬化,1.0
非霍奇金B细胞淋巴瘤,非霍奇金淋巴瘤B细胞型,1.0
右侧小脑半球腔隙性梗死,小脑梗死 腔隙性脑梗死,1.0
右髂右腘静脉球囊扩张右髂静脉支架置入术,血管支架植入术后状态,1.0
全身腋窝腹腔颈部下肢淋巴管囊肿,囊性淋巴管瘤,1.0
右手舟骨月骨脱位伴月骨坏死,腕舟骨脱位 月骨缺血性坏死,1.0
鼻咽未分化型非角化行癌T4N2M0,鼻咽恶性肿瘤 癌,1.0
右肺上叶中分化鳞状细胞癌PT1N0M0Ia期,右肺上叶恶性肿瘤 鳞状细胞癌,1.0
副蛋白血症性周围神经病变,多发性神经病多发性神经炎周围神经炎 单克隆丙种球蛋白血症,1.0
慢性鼻窦炎声带息肉,慢性鼻窦炎 声带息肉,1.0
胸腺鳞状细胞癌术后,胸腺恶性肿瘤 鳞状细胞癌,1.0
左眼顿挫伤眼睑皮下淤血,眼和眶其他损伤 眼睑皮下淤血,1.0
早产胎膜早破,胎膜早破,1.0
左鳃裂瘘管,鳃裂瘘,1.0
内侧半月板撕裂,膝内侧半月板撕裂,1.0
糖尿病冠状动脉粥样硬化糖尿病伴神经并发症2型糖尿病性周围血管病变,糖尿病 冠状动脉粥样硬化 糖尿病伴神经系统并发症 2型糖尿病性周围血管病,1.0
直肠绒毛管状腺瘤不除外有更严重病变可能,直肠良性肿瘤 管状绒毛状腺瘤,1.0
肝癌肝硬化肝昏迷,肝恶性肿瘤 肝硬化 肝性脑病 癌,1.0
1冠心病心绞痛型心功能II级冠脉支架植入术后 ,冠状动脉粥样硬化性心脏病 心绞痛 心功能Ⅱ级NYHA分级 冠状动脉支架植入术后状态,1.0
